session,new_class_id,original_class_id,shot_id,image_id,path,side
4,130,146,4,5945,images/class_130/img_000043_top_orig146.jpg,top
5,131,147,0,5957,images/class_131/img_000010_bottom_orig147.jpg,bottom
5,131,147,1,5965,images/class_131/img_000018_bottom_orig147.jpg,bottom
5,131,147,2,5971,images/class_131/img_000024_top_orig147.jpg,top
5,131,147,3,5989,images/class_131/img_000042_top_orig147.jpg,top
5,131,147,4,5995,images/class_131/img_000048_top_orig147.jpg,top
5,132,148,0,5997,images/class_132/img_000001_bottom_orig148.jpg,bottom
5,132,148,1,6000,images/class_132/img_000004_bottom_orig148.jpg,bottom
5,132,148,2,6022,images/class_132/img_000026_top_orig148.jpg,top
5,132,148,3,6031,images/class_132/img_000035_top_orig148.jpg,top
5,132,148,4,6032,images/class_132/img_000036_top_orig148.jpg,top
5,133,149,0,6056,images/class_133/img_000005_bottom_orig149.jpg,bottom
5,133,149,1,6070,images/class_133/img_000019_bottom_orig149.jpg,bottom
5,133,149,2,6075,images/class_133/img_000024_top_orig149.jpg,top
5,133,149,3,6080,images/class_133/img_000029_top_orig149.jpg,top
5,133,149,4,6089,images/class_133/img_000038_top_orig149.jpg,top
5,134,153,0,6103,images/class_134/img_000002_bottom_orig153.jpg,bottom
5,134,153,1,6111,images/class_134/img_000010_bottom_orig153.jpg,bottom
5,134,153,2,6116,images/class_134/img_000015_bottom_orig153.jpg,bottom
5,134,153,3,6127,images/class_134/img_000026_top_orig153.jpg,top
5,134,153,4,6132,images/class_134/img_000031_top_orig153.jpg,top
5,135,154,0,6151,images/class_135/img_000008_bottom_orig154.jpg,bottom
5,135,154,1,6165,images/class_135/img_000022_bottom_orig154.jpg,bottom
5,135,154,2,6168,images/class_135/img_000025_bottom_orig154.jpg,bottom
5,135,154,3,6191,images/class_135/img_000048_top_orig154.jpg,top
5,135,154,4,6196,images/class_135/img_000053_top_orig154.jpg,top
5,136,155,0,6198,images/class_136/img_000000_bottom_orig155.jpg,bottom
5,136,155,1,6202,images/class_136/img_000004_bottom_orig155.jpg,bottom
5,136,155,2,6227,images/class_136/img_000029_top_orig155.jpg,top
5,136,155,3,6236,images/class_136/img_000038_top_orig155.jpg,top
5,136,155,4,6247,images/class_136/img_000049_top_orig155.jpg,top
5,137,157,0,6255,images/class_137/img_000003_bottom_orig157.jpg,bottom
5,137,157,1,6257,images/class_137/img_000005_bottom_orig157.jpg,bottom
5,137,157,2,6281,images/class_137/img_000029_top_orig157.jpg,top
5,137,157,3,6285,images/class_137/img_000033_top_orig157.jpg,top
5,137,157,4,6297,images/class_137/img_000045_top_orig157.jpg,top
5,138,158,0,6304,images/class_138/img_000006_bottom_orig158.jpg,bottom
5,138,158,1,6305,images/class_138/img_000007_bottom_orig158.jpg,bottom
5,138,158,2,6319,images/class_138/img_000021_bottom_orig158.jpg,bottom
5,138,158,3,6322,images/class_138/img_000024_top_orig158.jpg,top
5,138,158,4,6334,images/class_138/img_000036_top_orig158.jpg,top
5,139,161,0,6354,images/class_139/img_000011_bottom_orig161.jpg,bottom
5,139,161,1,6362,images/class_139/img_000019_bottom_orig161.jpg,bottom
5,139,161,2,6368,images/class_139/img_000025_top_orig161.jpg,top
5,139,161,3,6369,images/class_139/img_000026_top_orig161.jpg,top
5,139,161,4,6374,images/class_139/img_000031_top_orig161.jpg,top
5,140,162,0,6399,images/class_140/img_000014_bottom_orig162.jpg,bottom
5,140,162,1,6402,images/class_140/img_000017_bottom_orig162.jpg,bottom
5,140,162,2,6407,images/class_140/img_000022_top_orig162.jpg,top
5,140,162,3,6408,images/class_140/img_000023_top_orig162.jpg,top
5,140,162,4,6409,images/class_140/img_000024_top_orig162.jpg,top
6,141,163,0,6425,images/class_141/img_000000_bottom_orig163.jpg,bottom
6,141,163,1,6445,images/class_141/img_000020_bottom_orig163.jpg,bottom
6,141,163,2,6448,images/class_141/img_000023_top_orig163.jpg,top
6,141,163,3,6453,images/class_141/img_000028_top_orig163.jpg,top
6,141,163,4,6458,images/class_141/img_000033_top_orig163.jpg,top
6,142,164,0,6476,images/class_142/img_000007_bottom_orig164.jpg,bottom
6,142,164,1,6487,images/class_142/img_000018_bottom_orig164.jpg,bottom
6,142,164,2,6496,images/class_142/img_000027_top_orig164.jpg,top
6,142,164,3,6502,images/class_142/img_000033_top_orig164.jpg,top
6,142,164,4,6505,images/class_142/img_000036_top_orig164.jpg,top
6,143,165,0,6531,images/class_143/img_000020_bottom_orig165.jpg,bottom
6,143,165,1,6532,images/class_143/img_000021_bottom_orig165.jpg,bottom
6,143,165,2,6536,images/class_143/img_000025_top_orig165.jpg,top
6,143,165,3,6544,images/class_143/img_000033_top_orig165.jpg,top
6,143,165,4,6553,images/class_143/img_000042_top_orig165.jpg,top
6,144,167,0,6563,images/class_144/img_000006_bottom_orig167.jpg,bottom
6,144,167,1,6570,images/class_144/img_000013_bottom_orig167.jpg,bottom
6,144,167,2,6582,images/class_144/img_000025_top_orig167.jpg,top
6,144,167,3,6583,images/class_144/img_000026_top_orig167.jpg,top
6,144,167,4,6592,images/class_144/img_000035_top_orig167.jpg,top
6,145,169,0,6610,images/class_145/img_000009_bottom_orig169.jpg,bottom
6,145,169,1,6616,images/class_145/img_000015_bottom_orig169.jpg,bottom
6,145,169,2,6622,images/class_145/img_000021_bottom_orig169.jpg,bottom
6,145,169,3,6623,images/class_145/img_000022_top_orig169.jpg,top
6,145,169,4,6629,images/class_145/img_000028_top_orig169.jpg,top
6,146,170,0,6646,images/class_146/img_000004_bottom_orig170.jpg,bottom
6,146,170,1,6653,images/class_146/img_000011_bottom_orig170.jpg,bottom
6,146,170,2,6664,images/class_146/img_000022_top_orig170.jpg,top
6,146,170,3,6672,images/class_146/img_000030_top_orig170.jpg,top
6,146,170,4,6676,images/class_146/img_000034_top_orig170.jpg,top
6,147,171,0,6690,images/class_147/img_000007_bottom_orig171.jpg,bottom
6,147,171,1,6697,images/class_147/img_000014_bottom_orig171.jpg,bottom
6,147,171,2,6698,images/class_147/img_000015_bottom_orig171.jpg,bottom
6,147,171,3,6711,images/class_147/img_000028_top_orig171.jpg,top
6,147,171,4,6724,images/class_147/img_000041_top_orig171.jpg,top
6,148,172,0,6739,images/class_148/img_000011_bottom_orig172.jpg,bottom
6,148,172,1,6742,images/class_148/img_000014_bottom_orig172.jpg,bottom
6,148,172,2,6756,images/class_148/img_000028_top_orig172.jpg,top
6,148,172,3,6758,images/class_148/img_000030_top_orig172.jpg,top
6,148,172,4,6761,images/class_148/img_000033_top_orig172.jpg,top
6,149,173,0,6772,images/class_149/img_000002_bottom_orig173.jpg,bottom
6,149,173,1,6782,images/class_149/img_000012_bottom_orig173.jpg,bottom
6,149,173,2,6796,images/class_149/img_000026_top_orig173.jpg,top
6,149,173,3,6799,images/class_149/img_000029_top_orig173.jpg,top
6,149,173,4,6803,images/class_149/img_000033_top_orig173.jpg,top
6,150,174,0,6818,images/class_150/img_000005_bottom_orig174.jpg,bottom
6,150,174,1,6823,images/class_150/img_000010_bottom_orig174.jpg,bottom
6,150,174,2,6832,images/class_150/img_000019_top_orig174.jpg,top
6,150,174,3,6835,images/class_150/img_000022_top_orig174.jpg,top
6,150,174,4,6848,images/class_150/img_000035_top_orig174.jpg,top
7,151,175,0,6854,images/class_151/img_000001_bottom_orig175.jpg,bottom
7,151,175,1,6862,images/class_151/img_000009_bottom_orig175.jpg,bottom
7,151,175,2,6883,images/class_151/img_000030_top_orig175.jpg,top
7,151,175,3,6887,images/class_151/img_000034_top_orig175.jpg,top
7,151,175,4,6890,images/class_151/img_000037_top_orig175.jpg,top
7,152,176,0,6897,images/class_152/img_000002_bottom_orig176.jpg,bottom
7,152,176,1,6899,images/class_152/img_000004_bottom_orig176.jpg,bottom
7,152,176,2,6925,images/class_152/img_000030_top_orig176.jpg,top
7,152,176,3,6927,images/class_152/img_000032_top_orig176.jpg,top
7,152,176,4,6934,images/class_152/img_000039_top_orig176.jpg,top
7,153,177,0,6940,images/class_153/img_000005_bottom_orig177.jpg,bottom
7,153,177,1,6948,images/class_153/img_000013_bottom_orig177.jpg,bottom
7,153,177,2,6962,images/class_153/img_000027_top_orig177.jpg,top
7,153,177,3,6963,images/class_153/img_000028_top_orig177.jpg,top
7,153,177,4,6974,images/class_153/img_000039_top_orig177.jpg,top
7,154,179,0,6989,images/class_154/img_000007_bottom_orig179.jpg,bottom
7,154,179,1,7001,images/class_154/img_000019_bottom_orig179.jpg,bottom
7,154,179,2,7006,images/class_154/img_000024_top_orig179.jpg,top
7,154,179,3,7009,images/class_154/img_000027_top_orig179.jpg,top
7,154,179,4,7023,images/class_154/img_000041_top_orig179.jpg,top
7,155,180,0,7038,images/class_155/img_000014_bottom_orig180.jpg,bottom
7,155,180,1,7043,images/class_155/img_000019_bottom_orig180.jpg,bottom
7,155,180,2,7052,images/class_155/img_000028_top_orig180.jpg,top
7,155,180,3,7054,images/class_155/img_000030_top_orig180.jpg,top
7,155,180,4,7061,images/class_155/img_000037_top_orig180.jpg,top
7,156,181,0,7082,images/class_156/img_000015_bottom_orig181.jpg,bottom
7,156,181,1,7086,images/class_156/img_000019_bottom_orig181.jpg,bottom
7,156,181,2,7093,images/class_156/img_000026_bottom_orig181.jpg,bottom
7,156,181,3,7105,images/class_156/img_000038_top_orig181.jpg,top
7,156,181,4,7113,images/class_156/img_000046_top_orig181.jpg,top
7,157,182,0,7118,images/class_157/img_000000_bottom_orig182.jpg,bottom
7,157,182,1,7125,images/class_157/img_000007_bottom_orig182.jpg,bottom
7,157,182,2,7131,images/class_157/img_000013_bottom_orig182.jpg,bottom
7,157,182,3,7155,images/class_157/img_000037_top_orig182.jpg,top
7,157,182,4,7157,images/class_157/img_000039_top_orig182.jpg,top
7,158,183,0,7178,images/class_158/img_000014_bottom_orig183.jpg,bottom
7,158,183,1,7184,images/class_158/img_000020_bottom_orig183.jpg,bottom
7,158,183,2,7202,images/class_158/img_000038_top_orig183.jpg,top
7,158,183,3,7204,images/class_158/img_000040_top_orig183.jpg,top
7,158,183,4,7210,images/class_158/img_000046_top_orig183.jpg,top
7,159,184,0,7215,images/class_159/img_000004_bottom_orig184.jpg,bottom
7,159,184,1,7225,images/class_159/img_000014_bottom_orig184.jpg,bottom
7,159,184,2,7236,images/class_159/img_000025_top_orig184.jpg,top
7,159,184,3,7247,images/class_159/img_000036_top_orig184.jpg,top
7,159,184,4,7251,images/class_159/img_000040_top_orig184.jpg,top
7,160,185,0,7264,images/class_160/img_000005_bottom_orig185.jpg,bottom
7,160,185,1,7268,images/class_160/img_000009_bottom_orig185.jpg,bottom
7,160,185,2,7271,images/class_160/img_000012_bottom_orig185.jpg,bottom
7,160,185,3,7285,images/class_160/img_000026_top_orig185.jpg,top
7,160,185,4,7292,images/class_160/img_000033_top_orig185.jpg,top
8,161,186,0,7307,images/class_161/img_000005_bottom_orig186.jpg,bottom
8,161,186,1,7312,images/class_161/img_000010_bottom_orig186.jpg,bottom
8,161,186,2,7331,images/class_161/img_000029_top_orig186.jpg,top
8,161,186,3,7336,images/class_161/img_000034_top_orig186.jpg,top
8,161,186,4,7342,images/class_161/img_000040_top_orig186.jpg,top
8,162,187,0,7353,images/class_162/img_000004_bottom_orig187.jpg,bottom
8,162,187,1,7363,images/class_162/img_000014_bottom_orig187.jpg,bottom
8,162,187,2,7373,images/class_162/img_000024_bottom_orig187.jpg,bottom
8,162,187,3,7383,images/class_162/img_000034_top_orig187.jpg,top
8,162,187,4,7384,images/class_162/img_000035_top_orig187.jpg,top
8,163,188,0,7410,images/class_163/img_000011_bottom_orig188.jpg,bottom
8,163,188,1,7418,images/class_163/img_000019_bottom_orig188.jpg,bottom
8,163,188,2,7422,images/class_163/img_000023_top_orig188.jpg,top
8,163,188,3,7426,images/class_163/img_000027_top_orig188.jpg,top
8,163,188,4,7432,images/class_163/img_000033_top_orig188.jpg,top
8,164,189,0,7449,images/class_164/img_000006_bottom_orig189.jpg,bottom
8,164,189,1,7461,images/class_164/img_000018_bottom_orig189.jpg,bottom
8,164,189,2,7466,images/class_164/img_000023_top_orig189.jpg,top
8,164,189,3,7474,images/class_164/img_000031_top_orig189.jpg,top
8,164,189,4,7483,images/class_164/img_000040_top_orig189.jpg,top
8,165,190,0,7493,images/class_165/img_000006_bottom_orig190.jpg,bottom
8,165,190,1,7502,images/class_165/img_000015_bottom_orig190.jpg,bottom
8,165,190,2,7509,images/class_165/img_000022_top_orig190.jpg,top
8,165,190,3,7518,images/class_165/img_000031_top_orig190.jpg,top
8,165,190,4,7528,images/class_165/img_000041_top_orig190.jpg,top
8,166,191,0,7536,images/class_166/img_000006_bottom_orig191.jpg,bottom
8,166,191,1,7544,images/class_166/img_000014_bottom_orig191.jpg,bottom
8,166,191,2,7555,images/class_166/img_000025_top_orig191.jpg,top
8,166,191,3,7557,images/class_166/img_000027_top_orig191.jpg,top
8,166,191,4,7566,images/class_166/img_000036_top_orig191.jpg,top
8,167,192,0,7576,images/class_167/img_000005_bottom_orig192.jpg,bottom
8,167,192,1,7579,images/class_167/img_000008_bottom_orig192.jpg,bottom
8,167,192,2,7603,images/class_167/img_000032_top_orig192.jpg,top
8,167,192,3,7604,images/class_167/img_000033_top_orig192.jpg,top
8,167,192,4,7610,images/class_167/img_000039_top_orig192.jpg,top
8,168,193,0,7617,images/class_168/img_000004_bottom_orig193.jpg,bottom
8,168,193,1,7626,images/class_168/img_000013_bottom_orig193.jpg,bottom
8,168,193,2,7633,images/class_168/img_000020_bottom_orig193.jpg,bottom
8,168,193,3,7635,images/class_168/img_000022_top_orig193.jpg,top
8,168,193,4,7647,images/class_168/img_000034_top_orig193.jpg,top
8,169,194,0,7656,images/class_169/img_000000_bottom_orig194.jpg,bottom
8,169,194,1,7665,images/class_169/img_000009_bottom_orig194.jpg,bottom
8,169,194,2,7686,images/class_169/img_000030_top_orig194.jpg,top
8,169,194,3,7692,images/class_169/img_000036_top_orig194.jpg,top
8,169,194,4,7699,images/class_169/img_000043_top_orig194.jpg,top
8,170,195,0,7706,images/class_170/img_000000_bottom_orig195.jpg,bottom
8,170,195,1,7715,images/class_170/img_000009_bottom_orig195.jpg,bottom
8,170,195,2,7734,images/class_170/img_000028_top_orig195.jpg,top
8,170,195,3,7737,images/class_170/img_000031_top_orig195.jpg,top
8,170,195,4,7749,images/class_170/img_000043_top_orig195.jpg,top
